576,37,8,10,07-07-2019,07-07-2019,07-07-2019
577,38,1,4,22-02-2017,22-02-2017,22-02-2017
578,38,2,8,10-02-2017,10-02-2017,10-02-2017
579,38,3,9,23-02-2017,23-02-2017,23-02-2017
580,38,4,9,19-02-2017,19-02-2017,19-02-2017
581,38,5,8,11-07-2017,11-07-2017,11-07-2017
582,38,6,6,12-07-2017,12-07-2017,12-07-2017
583,38,7,5,04-07-2017,04-07-2017,04-07-2017
584,38,8,7,08-07-2017,08-07-2017,08-07-2017
585,38,9,6,22-02-2018,22-02-2018,22-02-2018
586,38,10,9,10-02-2018,10-02-2018,10-02-2018
587,38,11,4,17-02-2018,17-02-2018,17-02-2018
588,38,12,6,18-02-2018,18-02-2018,18-02-2018
589,38,13,4,13-07-2018,13-07-2018,13-07-2018
590,38,14,4,09-07-2018,09-07-2018,09-07-2018
591,38,15,7,12-07-2018,12-07-2018,12-07-2018
592,38,16,8,01-07-2018,01-07-2018,01-07-2018
593,38,17,4,18-02-2019,18-02-2019,18-02-2019
594,38,18,8,23-02-2019,23-02-2019,23-02-2019
595,38,19,6,17-02-2019,17-02-2019,17-02-2019
596,38,20,4,16-02-2019,16-02-2019,16-02-2019
597,38,21,8,06-07-2019,06-07-2019,06-07-2019
598,38,22,7,05-07-2019,05-07-2019,05-07-2019
599,38,23,7,07-07-2019,07-07-2019,07-07-2019
600,38,24,8,03-07-2019,03-07-2019,03-07-2019
601,39,1,8,21-02-2019,21-02-2019,21-02-2019
602,39,2,8,11-02-2019,11-02-2019,11-02-2019
603,39,3,4,12-02-2019,12-02-2019,12-02-2019
604,39,4,10,15-02-2019,15-02-2019,15-02-2019
605,39,5,9,04-07-2019,04-07-2019,04-07-2019
606,39,6,10,10-07-2019,10-07-2019,10-07-2019
607,39,7,9,06-07-2019,06-07-2019,06-07-2019
608,39,8,7,08-07-2019,08-07-2019,08-07-2019
609,40,1,10,23-02-2019,23-02-2019,23-02-2019
610,40,2,9,13-02-2019,13-02-2019,13-02-2019
611,40,3,4,19-02-2019,19-02-2019,19-02-2019
612,40,4,6,17-02-2019,17-02-2019,17-02-2019
613,40,5,6,01-07-2019,01-07-2019,01-07-2019
614,40,6,4,06-07-2019,06-07-2019,06-07-2019
615,40,7,9,07-07-2019,07-07-2019,07-07-2019
616,40,8,9,03-07-2019,03-07-2019,03-07-2019
617,41,1,9,22-02-2018,22-02-2018,22-02-2018
618,41,2,4,18-02-2018,18-02-2018,18-02-2018
619,41,3,7,19-02-2018,19-02-2018,19-02-2018
620,41,4,10,18-02-2018,18-02-2018,18-02-2018
621,41,5,9,12-07-2018,12-07-2018,12-07-2018
622,41,6,10,09-07-2018,09-07-2018,09-07-2018
623,41,7,4,04-07-2018,04-07-2018,04-07-2018
624,41,8,7,07-07-2018,07-07-2018,07-07-2018
625,41,9,8,18-02-2019,18-02-2019,18-02-2019
626,41,10,5,15-02-2019,15-02-2019,15-02-2019
627,41,11,9,17-02-2019,17-02-2019,17-02-2019
628,41,12,10,11-02-2019,11-02-2019,11-02-2019
629,41,13,7,01-07-2019,01-07-2019,01-07-2019
630,41,14,8,09-07-2019,09-07-2019,09-07-2019
631,41,15,8,13-07-2019,13-07-2019,13-07-2019
632,41,16,5,09-07-2019,09-07-2019,09-07-2019
633,42,1,6,17-02-2018,17-02-2018,17-02-2018
634,42,2,4,23-02-2018,23-02-2018,23-02-2018
635,42,3,5,14-02-2018,14-02-2018,14-02-2018
636,42,4,9,15-02-2018,15-02-2018,15-02-2018
637,42,5,10,08-07-2018,08-07-2018,08-07-2018
638,42,6,10,11-07-2018,11-07-2018,11-07-2018
639,42,7,4,01-07-2018,01-07-2018,01-07-2018
640,42,8,9,11-07-2018,11-07-2018,11-07-2018
641,42,9,9,23-02-2019,23-02-2019,23-02-2019
642,42,10,4,14-02-2019,14-02-2019,14-02-2019
643,42,11,6,19-02-2019,19-02-2019,19-02-2019
644,42,12,10,20-02-2019,20-02-2019,20-02-2019
645,42,13,6,04-07-2019,04-07-2019,04-07-2019
646,42,14,8,11-07-2019,11-07-2019,11-07-2019
647,42,15,6,02-07-2019,02-07-2019,02-07-2019
648,42,16,6,01-07-2019,01-07-2019,01-07-2019
649,43,1,8,11-02-2019,11-02-2019,11-02-2019
650,43,2,8,11-02-2019,11-02-2019,11-02-2019
651,43,3,10,13-02-2019,13-02-2019,13-02-2019
652,43,4,5,13-02-2019,13-02-2019,13-02-2019
653,43,5,5,07-07-2019,07-07-2019,07-07-2019
654,43,6,8,02-07-2019,02-07-2019,02-07-2019
655,43,7,10,12-07-2019,12-07-2019,12-07-2019
656,43,8,4,09-07-2019,09-07-2019,09-07-2019
657,44,1,10,15-02-2018,15-02-2018,15-02-2018
658,44,2,8,21-02-2018,21-02-2018,21-02-2018
659,44,3,6,10-02-2018,10-02-2018,10-02-2018
660,44,4,9,11-02-2018,11-02-2018,11-02-2018
661,44,5,9,09-07-2018,09-07-2018,09-07-2018
662,44,6,7,11-07-2018,11-07-2018,11-07-2018
663,44,7,7,06-07-2018,06-07-2018,06-07-2018
664,44,8,8,02-07-2018,02-07-2018,02-07-2018
665,44,9,10,17-02-2019,17-02-2019,17-02-2019
666,44,10,6,18-02-2019,18-02-2019,18-02-2019
667,44,11,4,23-02-2019,23-02-2019,23-02-2019
668,44,12,7,23-02-2019,23-02-2019,23-02-2019
669,44,13,7,01-07-2019,01-07-2019,01-07-2019
670,44,14,8,11-07-2019,11-07-2019,11-07-2019
671,44,15,6,04-07-2019,04-07-2019,04-07-2019
672,44,16,8,30-06-2019,30-06-2019,30-06-2019
673,45,1,8,13-02-2019,13-02-2019,13-02-2019
674,45,2,5,14-02-2019,14-02-2019,14-02-2019
675,45,3,5,19-02-2019,19-02-2019,19-02-2019
676,45,4,9,13-02-2019,13-02-2019,13-02-2019
677,45,5,10,05-07-2019,05-07-2019,05-07-2019
678,45,6,9,02-07-2019,02-07-2019,02-07-2019
679,45,7,7,05-07-2019,05-07-2019,05-07-2019
680,45,8,4,13-07-2019,13-07-2019,13-07-2019
681,46,1,9,11-02-2019,11-02-2019,11-02-2019
682,46,2,10,10-02-2019,10-02-2019,10-02-2019
683,46,3,8,10-02-2019,10-02-2019,10-02-2019
684,46,4,7,18-02-2019,18-02-2019,18-02-2019
685,46,5,8,06-07-2019,06-07-2019,06-07-2019
686,46,6,6,03-07-2019,03-07-2019,03-07-2019
687,46,7,4,11-07-2019,11-07-2019,11-07-2019
688,46,8,10,07-07-2019,07-07-2019,07-07-2019
689,47,1,4,15-02-2017,15-02-2017,15-02-2017
690,47,2,5,19-02-2017,19-02-2017,19-02-2017
691,47,3,6,19-02-2017,19-02-2017,19-02-2017
692,47,4,9,16-02-2017,16-02-2017,16-02-2017
693,47,5,8,10-07-2017,10-07-2017,10-07-2017
694,47,6,6,01-07-2017,01-07-2017,01-07-2017
695,47,7,9,08-07-2017,08-07-2017,08-07-2017
696,47,8,5,09-07-2017,09-07-2017,09-07-2017
697,47,9,8,14-02-2018,14-02-2018,14-02-2018
698,47,10,6,16-02-2018,16-02-2018,16-02-2018
699,47,11,7,10-02-2018,10-02-2018,10-02-2018
700,47,12,8,12-02-2018,12-02-2018,12-02-2018
701,47,13,7,03-07-2018,03-07-2018,03-07-2018
702,47,14,7,07-07-2018,07-07-2018,07-07-2018
703,47,15,8,04-07-2018,04-07-2018,04-07-2018
704,47,16,8,08-07-2018,08-07-2018,08-07-2018
705,47,17,9,10-02-2019,10-02-2019,10-02-2019
706,47,18,4,23-02-2019,23-02-2019,23-02-2019
707,47,19,6,22-02-2019,22-02-2019,22-02-2019
708,47,20,9,11-02-2019,11-02-2019,11-02-2019
709,47,21,4,08-07-2019,08-07-2019,08-07-2019
710,47,22,7,04-07-2019,04-07-2019,04-07-2019
711,47,23,5,07-07-2019,07-07-2019,07-07-2019
712,47,24,8,08-07-2019,08-07-2019,08-07-2019
713,48,1,9,16-02-2018,16-02-2018,16-02-2018
714,48,2,10,19-02-2018,19-02-2018,19-02-2018
715,48,3,8,20-02-2018,20-02-2018,20-02-2018
716,48,4,8,18-02-2018,18-02-2018,18-02-2018
717,48,5,5,10-07-2018,10-07-2018,10-07-2018
718,48,6,4,10-07-2018,10-07-2018,10-07-2018
719,48,7,4,03-07-2018,03-07-2018,03-07-2018
720,48,8,9,10-07-2018,10-07-2018,10-07-2018
721,48,9,4,18-02-2019,18-02-2019,18-02-2019
722,48,10,7,17-02-2019,17-02-2019,17-02-2019
723,48,11,9,13-02-2019,13-02-2019,13-02-2019
724,48,12,10,11-02-2019,11-02-2019,11-02-2019
725,48,13,9,13-07-2019,13-07-2019,13-07-2019
726,48,14,7,13-07-2019,13-07-2019,13-07-2019
727,48,15,9,12-07-2019,12-07-2019,12-07-2019
728,48,16,8,05-07-2019,05-07-2019,05-07-2019
729,49,1,5,14-02-2018,14-02-2018,14-02-2018
730,49,2,4,15-02-2018,15-02-2018,15-02-2018
731,49,3,5,16-02-2018,16-02-2018,16-02-2018
732,49,4,9,16-02-2018,16-02-2018,16-02-2018
733,49,5,8,01-07-2018,01-07-2018,01-07-2018
734,49,6,5,01-07-2018,01-07-2018,01-07-2018
735,49,7,9,05-07-2018,05-07-2018,05-07-2018
736,49,8,5,10-07-2018,10-07-2018,10-07-2018
737,49,9,9,13-02-2019,13-02-2019,13-02-2019
738,49,10,9,11-02-2019,11-02-2019,11-02-2019
739,49,11,9,23-02-2019,23-02-2019,23-02-2019
740,49,12,7,18-02-2019,18-02-2019,18-02-2019
741,49,13,8,06-07-2019,06-07-2019,06-07-2019
742,49,14,8,05-07-2019,05-07-2019,05-07-2019
743,49,15,10,07-07-2019,07-07-2019,07-07-2019
744,49,16,4,05-07-2019,05-07-2019,05-07-2019
745,50,1,4,16-02-2017,16-02-2017,16-02-2017
746,50,2,8,10-02-2017,10-02-2017,10-02-2017
747,50,3,4,13-02-2017,13-02-2017,13-02-2017
748,50,4,8,18-02-2017,18-02-2017,18-02-2017
749,50,5,7,10-07-2017,10-07-2017,10-07-2017
750,50,6,8,08-07-2017,08-07-2017,08-07-2017
751,50,7,8,07-07-2017,07-07-2017,07-07-2017
752,50,8,5,01-07-2017,01-07-2017,01-07-2017
753,50,9,4,17-02-2018,17-02-2018,17-02-2018
754,50,10,9,14-02-2018,14-02-2018,14-02-2018
755,50,11,4,17-02-2018,17-02-2018,17-02-2018
756,50,12,8,12-02-2018,12-02-2018,12-02-2018
757,50,13,8,11-07-2018,11-07-2018,11-07-2018
758,50,14,4,08-07-2018,08-07-2018,08-07-2018
759,50,15,8,02-07-2018,02-07-2018,02-07-2018
760,50,16,7,12-07-2018,12-07-2018,12-07-2018
761,50,17,5,21-02-2019,21-02-2019,21-02-2019
762,50,18,8,21-02-2019,21-02-2019,21-02-2019
763,50,19,6,23-02-2019,23-02-2019,23-02-2019
764,50,20,4,23-02-2019,23-02-2019,23-02-2019
765,50,21,8,06-07-2019,06-07-2019,06-07-2019
766,50,22,7,06-07-2019,06-07-2019,06-07-2019
767,50,23,8,07-07-2019,07-07-2019,07-07-2019
768,50,24,4,09-07-2019,09-07-2019,09-07-2019
769,51,1,9,18-02-2018,18-02-2018,18-02-2018
770,51,2,4,16-02-2018,16-02-2018,16-02-2018
771,51,3,7,23-02-2018,23-02-2018,23-02-2018
772,51,4,6,22-02-2018,22-02-2018,22-02-2018
773,51,5,8,13-07-2018,13-07-2018,13-07-2018
774,51,6,7,10-07-2018,10-07-2018,10-07-2018
775,51,7,7,13-07-2018,13-07-2018,13-07-2018
776,51,8,8,04-07-2018,04-07-2018,04-07-2018
777,51,9,7,21-02-2019,21-02-2019,21-02-2019
778,51,10,7,15-02-2019,15-02-2019,15-02-2019
779,51,11,4,12-02-2019,12-02-2019,12-02-2019
780,51,12,4,13-02-2019,13-02-2019,13-02-2019
781,51,13,9,10-07-2019,10-07-2019,10-07-2019
782,51,14,4,05-07-2019,05-07-2019,05-07-2019
783,51,15,9,09-07-2019,09-07-2019,09-07-2019
784,51,16,7,11-07-2019,11-07-2019,11-07-2019
785,52,1,4,18-02-2018,18-02-2018,18-02-2018
786,52,2,5,10-02-2018,10-02-2018,10-02-2018
787,52,3,9,14-02-2018,14-02-2018,14-02-2018
788,52,4,9,22-02-2018,22-02-2018,22-02-2018
789,52,5,8,11-07-2018,11-07-2018,11-07-2018
790,52,6,10,02-07-2018,02-07-2018,02-07-2018
791,52,7,6,12-07-2018,12-07-2018,12-07-2018
792,52,8,5,08-07-2018,08-07-2018,08-07-2018
793,52,9,9,13-02-2019,13-02-2019,13-02-2019
794,52,10,8,10-02-2019,10-02-2019,10-02-2019
795,52,11,10,20-02-2019,20-02-2019,20-02-2019
796,52,12,6,10-02-2019,10-02-2019,10-02-2019
797,52,13,9,07-07-2019,07-07-2019,07-07-2019
798,52,14,8,01-07-2019,01-07-2019,01-07-2019
799,52,15,8,04-07-2019,04-07-2019,04-07-2019
800,52,16,7,10-07-2019,10-07-2019,10-07-2019
801,53,1,9,20-02-2018,20-02-2018,20-02-2018
802,53,2,5,18-02-2018,18-02-2018,18-02-2018
803,53,3,5,13-02-2018,13-02-2018,13-02-2018
804,53,4,8,15-02-2018,15-02-2018,15-02-2018
805,53,5,7,01-07-2018,01-07-2018,01-07-2018
806,53,6,4,06-07-2018,06-07-2018,06-07-2018
807,53,7,9,05-07-2018,05-07-2018,05-07-2018
808,53,8,4,03-07-2018,03-07-2018,03-07-2018
809,53,9,7,18-02-2019,18-02-2019,18-02-2019
810,53,10,7,20-02-2019,20-02-2019,20-02-2019
811,53,11,10,19-02-2019,19-02-2019,19-02-2019
812,53,12,4,22-02-2019,22-02-2019,22-02-2019
813,53,13,4,12-07-2019,12-07-2019,12-07-2019
814,53,14,8,11-07-2019,11-07-2019,11-07-2019
815,53,15,8,06-07-2019,06-07-2019,06-07-2019
816,53,16,7,04-07-2019,04-07-2019,04-07-2019
817,54,1,9,14-02-2018,14-02-2018,14-02-2018
818,54,2,4,12-02-2018,12-02-2018,12-02-2018
819,54,3,4,17-02-2018,17-02-2018,17-02-2018
820,54,4,6,22-02-2018,22-02-2018,22-02-2018
821,54,5,7,04-07-2018,04-07-2018,04-07-2018
822,54,6,5,10-07-2018,10-07-2018,10-07-2018
823,54,7,6,09-07-2018,09-07-2018,09-07-2018
824,54,8,4,05-07-2018,05-07-2018,05-07-2018
825,54,9,10,13-02-2019,13-02-2019,13-02-2019
826,54,10,4,12-02-2019,12-02-2019,12-02-2019
827,54,11,8,18-02-2019,18-02-2019,18-02-2019
828,54,12,8,18-02-2019,18-02-2019,18-02-2019
829,54,13,7,12-07-2019,12-07-2019,12-07-2019
830,54,14,8,12-07-2019,12-07-2019,12-07-2019
831,54,15,9,12-07-2019,12-07-2019,12-07-2019
832,54,16,6,02-07-2019,02-07-2019,02-07-2019
833,55,1,8,14-02-2018,14-02-2018,14-02-2018
834,55,2,10,12-02-2018,12-02-2018,12-02-2018
835,55,3,5,21-02-2018,21-02-2018,21-02-2018
836,55,4,10,14-02-2018,14-02-2018,14-02-2018
837,55,5,7,12-07-2018,12-07-2018,12-07-2018
838,55,6,6,08-07-2018,08-07-2018,08-07-2018
839,55,7,6,03-07-2018,03-07-2018,03-07-2018
840,55,8,5,03-07-2018,03-07-2018,03-07-2018
841,55,9,10,23-02-2019,23-02-2019,23-02-2019
842,55,10,4,19-02-2019,19-02-2019,19-02-2019
843,55,11,10,14-02-2019,14-02-2019,14-02-2019
844,55,12,5,12-02-2019,12-02-2019,12-02-2019
845,55,13,4,04-07-2019,04-07-2019,04-07-2019
846,55,14,7,10-07-2019,10-07-2019,10-07-2019
847,55,15,4,10-07-2019,10-07-2019,10-07-2019
848,55,16,8,10-07-2019,10-07-2019,10-07-2019
849,56,1,10,11-02-2018,11-02-2018,11-02-2018
850,56,2,7,11-02-2018,11-02-2018,11-02-2018
851,56,3,9,17-02-2018,17-02-2018,17-02-2018
852,56,4,5,10-02-2018,10-02-2018,10-02-2018
853,56,5,9,05-07-2018,05-07-2018,05-07-2018
854,56,6,9,05-07-2018,05-07-2018,05-07-2018
855,56,7,9,13-07-2018,13-07-2018,13-07-2018
856,56,8,10,11-07-2018,11-07-2018,11-07-2018
857,56,9,7,16-02-2019,16-02-2019,16-02-2019
858,56,10,5,19-02-2019,19-02-2019,19-02-2019
859,56,11,6,19-02-2019,19-02-2019,19-02-2019
860,56,12,8,18-02-2019,18-02-2019,18-02-2019
861,56,13,10,09-07-2019,09-07-2019,09-07-2019
862,56,14,7,06-07-2019,06-07-2019,06-07-2019
863,56,15,4,04-07-2019,04-07-2019,04-07-2019
1,1,1,8,19-02-2019,19-02-2019,19-02-2019
2,1,2,6,22-02-2019,22-02-2019,22-02-2019
3,1,3,7,10-02-2019,10-02-2019,10-02-2019
4,1,4,10,16-02-2019,16-02-2019,16-02-2019
5,1,5,10,06-07-2019,06-07-2019,06-07-2019
6,1,6,10,06-07-2019,06-07-2019,06-07-2019
7,1,7,4,06-07-2019,06-07-2019,06-07-2019
8,1,8,10,30-06-2019,30-06-2019,30-06-2019
9,2,1,8,23-02-2017,23-02-2017,23-02-2017
10,2,2,8,21-02-2017,21-02-2017,21-02-2017
11,2,3,5,10-02-2017,10-02-2017,10-02-2017
12,2,4,9,22-02-2017,22-02-2017,22-02-2017
13,2,5,4,07-07-2017,07-07-2017,07-07-2017
14,2,6,9,08-07-2017,08-07-2017,08-07-2017
15,2,7,6,04-07-2017,04-07-2017,04-07-2017
16,2,8,4,02-07-2017,02-07-2017,02-07-2017
17,2,9,8,10-02-2018,10-02-2018,10-02-2018
18,2,10,9,20-02-2018,20-02-2018,20-02-2018
19,2,11,4,10-02-2018,10-02-2018,10-02-2018
20,2,12,5,23-02-2018,23-02-2018,23-02-2018
21,2,13,8,06-07-2018,06-07-2018,06-07-2018
22,2,14,8,01-07-2018,01-07-2018,01-07-2018
23,2,15,4,05-07-2018,05-07-2018,05-07-2018
24,2,16,8,11-07-2018,11-07-2018,11-07-2018
25,2,17,9,21-02-2019,21-02-2019,21-02-2019
26,2,18,9,16-02-2019,16-02-2019,16-02-2019
27,2,19,4,16-02-2019,16-02-2019,16-02-2019
28,2,20,5,16-02-2019,16-02-2019,16-02-2019
29,2,21,6,10-07-2019,10-07-2019,10-07-2019
30,2,22,6,02-07-2019,02-07-2019,02-07-2019
31,2,23,7,11-07-2019,11-07-2019,11-07-2019
32,2,24,7,30-06-2019,30-06-2019,30-06-2019
33,3,1,5,19-02-2017,19-02-2017,19-02-2017
34,3,2,7,21-02-2017,21-02-2017,21-02-2017
35,3,3,4,12-02-2017,12-02-2017,12-02-2017
36,3,4,6,11-02-2017,11-02-2017,11-02-2017
37,3,5,9,06-07-2017,06-07-2017,06-07-2017
38,3,6,6,07-07-2017,07-07-2017,07-07-2017
39,3,7,8,06-07-2017,06-07-2017,06-07-2017
40,3,8,5,09-07-2017,09-07-2017,09-07-2017
41,3,9,4,10-02-2018,10-02-2018,10-02-2018
42,3,10,8,20-02-2018,20-02-2018,20-02-2018
43,3,11,7,17-02-2018,17-02-2018,17-02-2018
44,3,12,8,13-02-2018,13-02-2018,13-02-2018
45,3,13,9,03-07-2018,03-07-2018,03-07-2018
46,3,14,9,03-07-2018,03-07-2018,03-07-2018
47,3,15,9,10-07-2018,10-07-2018,10-07-2018
48,3,16,5,10-07-2018,10-07-2018,10-07-2018
49,3,17,9,23-02-2019,23-02-2019,23-02-2019
50,3,18,7,14-02-2019,14-02-2019,14-02-2019
51,3,19,9,11-02-2019,11-02-2019,11-02-2019
52,3,20,5,12-02-2019,12-02-2019,12-02-2019
53,3,21,4,11-07-2019,11-07-2019,11-07-2019
54,3,22,9,04-07-2019,04-07-2019,04-07-2019
55,3,23,4,12-07-2019,12-07-2019,12-07-2019
56,3,24,8,06-07-2019,06-07-2019,06-07-2019
57,4,1,10,17-02-2018,17-02-2018,17-02-2018
58,4,2,6,11-02-2018,11-02-2018,11-02-2018
59,4,3,6,13-02-2018,13-02-2018,13-02-2018
60,4,4,10,14-02-2018,14-02-2018,14-02-2018
61,4,5,4,03-07-2018,03-07-2018,03-07-2018
62,4,6,10,04-07-2018,04-07-2018,04-07-2018
63,4,7,9,13-07-2018,13-07-2018,13-07-2018
64,4,8,7,08-07-2018,08-07-2018,08-07-2018
65,4,9,9,21-02-2019,21-02-2019,21-02-2019
66,4,10,7,10-02-2019,10-02-2019,10-02-2019
67,4,11,10,20-02-2019,20-02-2019,20-02-2019
68,4,12,9,17-02-2019,17-02-2019,17-02-2019
69,4,13,4,01-07-2019,01-07-2019,01-07-2019
70,4,14,6,08-07-2019,08-07-2019,08-07-2019
71,4,15,9,10-07-2019,10-07-2019,10-07-2019
72,4,16,9,07-07-2019,07-07-2019,07-07-2019
73,5,1,6,23-02-2017,23-02-2017,23-02-2017
74,5,2,9,11-02-2017,11-02-2017,11-02-2017
75,5,3,4,13-02-2017,13-02-2017,13-02-2017
76,5,4,5,11-02-2017,11-02-2017,11-02-2017
77,5,5,8,13-07-2017,13-07-2017,13-07-2017
78,5,6,4,07-07-2017,07-07-2017,07-07-2017
79,5,7,8,11-07-2017,11-07-2017,11-07-2017
80,5,8,7,09-07-2017,09-07-2017,09-07-2017
81,5,9,6,22-02-2018,22-02-2018,22-02-2018
82,5,10,7,16-02-2018,16-02-2018,16-02-2018
83,5,11,4,10-02-2018,10-02-2018,10-02-2018
84,5,12,8,17-02-2018,17-02-2018,17-02-2018
85,5,13,8,30-06-2018,30-06-2018,30-06-2018
86,5,14,9,10-07-2018,10-07-2018,10-07-2018
87,5,15,8,30-06-2018,30-06-2018,30-06-2018
88,5,16,5,10-07-2018,10-07-2018,10-07-2018
89,5,17,6,15-02-2019,15-02-2019,15-02-2019
90,5,18,5,22-02-2019,22-02-2019,22-02-2019
91,5,19,8,22-02-2019,22-02-2019,22-02-2019
92,5,20,8,19-02-2019,19-02-2019,19-02-2019
93,5,21,7,07-07-2019,07-07-2019,07-07-2019
94,5,22,7,09-07-2019,09-07-2019,09-07-2019
95,5,23,5,10-07-2019,10-07-2019,10-07-2019
96,5,24,9,06-07-2019,06-07-2019,06-07-2019
97,6,1,4,16-02-2018,16-02-2018,16-02-2018
98,6,2,9,10-02-2018,10-02-2018,10-02-2018
99,6,3,4,20-02-2018,20-02-2018,20-02-2018
100,6,4,10,16-02-2018,16-02-2018,16-02-2018
101,6,5,9,01-07-2018,01-07-2018,01-07-2018
102,6,6,6,13-07-2018,13-07-2018,13-07-2018
103,6,7,10,11-07-2018,11-07-2018,11-07-2018
104,6,8,6,05-07-2018,05-07-2018,05-07-2018
105,6,9,6,12-02-2019,12-02-2019,12-02-2019
106,6,10,8,15-02-2019,15-02-2019,15-02-2019
107,6,11,6,18-02-2019,18-02-2019,18-02-2019
108,6,12,6,15-02-2019,15-02-2019,15-02-2019
109,6,13,4,13-07-2019,13-07-2019,13-07-2019
110,6,14,9,03-07-2019,03-07-2019,03-07-2019
111,6,15,4,03-07-2019,03-07-2019,03-07-2019
112,6,16,7,08-07-2019,08-07-2019,08-07-2019
113,7,1,9,21-02-2019,21-02-2019,21-02-2019
114,7,2,9,20-02-2019,20-02-2019,20-02-2019
115,7,3,5,22-02-2019,22-02-2019,22-02-2019
116,7,4,7,11-02-2019,11-02-2019,11-02-2019
117,7,5,10,04-07-2019,04-07-2019,04-07-2019
118,7,6,8,08-07-2019,08-07-2019,08-07-2019
119,7,7,4,09-07-2019,09-07-2019,09-07-2019
120,7,8,9,01-07-2019,01-07-2019,01-07-2019
121,8,1,4,10-02-2017,10-02-2017,10-02-2017
122,8,2,5,13-02-2017,13-02-2017,13-02-2017
123,8,3,8,17-02-2017,17-02-2017,17-02-2017
124,8,4,6,15-02-2017,15-02-2017,15-02-2017
125,8,5,5,03-07-2017,03-07-2017,03-07-2017
126,8,6,4,08-07-2017,08-07-2017,08-07-2017
127,8,7,4,01-07-2017,01-07-2017,01-07-2017
128,8,8,9,06-07-2017,06-07-2017,06-07-2017
129,8,9,8,18-02-2018,18-02-2018,18-02-2018
130,8,10,8,11-02-2018,11-02-2018,11-02-2018
131,8,11,7,12-02-2018,12-02-2018,12-02-2018
132,8,12,7,22-02-2018,22-02-2018,22-02-2018
133,8,13,9,04-07-2018,04-07-2018,04-07-2018
134,8,14,5,05-07-2018,05-07-2018,05-07-2018
135,8,15,6,05-07-2018,05-07-2018,05-07-2018
136,8,16,4,01-07-2018,01-07-2018,01-07-2018
137,8,17,6,13-02-2019,13-02-2019,13-02-2019
138,8,18,8,11-02-2019,11-02-2019,11-02-2019
